name;offset;size;description;bitfield
uncore.mca.bank9.instance0.ctl2;14912;64;;0
uncore.mca.bank9.instance0.ctl;14976;64;;0
uncore.mca.bank9.instance0.misc;15040;64;;0
uncore.mca.bank9.instance1.status;15168;64;;0
uncore.mca.bank9.instance1.addr;15232;64;;0
uncore.mca.bank9.instance1.ctl2;15296;64;;0
uncore.mca.bank9.instance1.ctl;15360;64;;0
uncore.mca.bank9.instance1.misc;15424;64;;0
uncore.mca.bank9.instance2.status;15552;64;;0
uncore.mca.bank9.instance2.addr;15616;64;;0
uncore.mca.bank9.instance2.ctl2;15680;64;;0
uncore.mca.bank9.instance2.ctl;15744;64;;0
uncore.mca.bank9.instance2.misc;15808;64;;0
uncore.mca.bank9.instance3.status;15936;64;;0
uncore.mca.bank9.instance3.addr;16000;64;;0
uncore.mca.bank9.instance3.ctl2;16064;64;;0
uncore.mca.bank9.instance3.ctl;16128;64;;0
uncore.mca.bank9.instance3.misc;16192;64;;0
uncore.mca.bank9.instance4.status;16320;64;;0
uncore.mca.bank9.instance4.addr;16384;64;;0
uncore.mca.bank9.instance4.ctl2;16448;64;;0
uncore.mca.bank9.instance4.ctl;16512;64;;0
uncore.mca.bank9.instance4.misc;16576;64;;0
uncore.mca.bank9.instance5.status;16704;64;;0
uncore.mca.bank9.instance5.addr;16768;64;;0
uncore.mca.bank9.instance5.ctl2;16832;64;;0
uncore.mca.bank9.instance5.ctl;16896;64;;0
uncore.mca.bank9.instance5.misc;16960;64;;0
uncore.mca.bank9.instance6.status;17088;64;;0
uncore.mca.bank9.instance6.addr;17152;64;;0
uncore.mca.bank9.instance6.ctl2;17216;64;;0
uncore.mca.bank9.instance6.ctl;17280;64;;0
uncore.mca.bank9.instance6.misc;17344;64;;0
uncore.mca.bank9.instance7.status;17472;64;;0
uncore.mca.bank9.instance7.addr;17536;64;;0
uncore.mca.bank9.instance7.ctl2;17600;64;;0
uncore.mca.bank9.instance7.ctl;17664;64;;0
uncore.mca.bank9.instance7.misc;17728;64;;0
uncore.mca.bank9.instance8.status;17856;64;;0
uncore.mca.bank9.instance8.addr;17920;64;;0
uncore.mca.bank9.instance8.ctl2;17984;64;;0
uncore.mca.bank9.instance8.ctl;18048;64;;0
uncore.mca.bank9.instance8.misc;18112;64;;0
uncore.mca.bank9.instance9.status;18240;64;;0
uncore.mca.bank9.instance9.addr;18304;64;;0
uncore.mca.bank9.instance9.ctl2;18368;64;;0
uncore.mca.bank9.instance9.ctl;18432;64;;0
uncore.mca.bank9.instance9.misc;18496;64;;0
uncore.mca.bank9.instance10.status;18624;64;;0
uncore.mca.bank9.instance10.addr;18688;64;;0
uncore.mca.bank9.instance10.ctl2;18752;64;;0
uncore.mca.bank9.instance10.ctl;18816;64;;0
uncore.mca.bank9.instance10.misc;18880;64;;0
uncore.mca.bank9.instance11.status;19008;64;;0
uncore.mca.bank9.instance11.addr;19072;64;;0
uncore.mca.bank9.instance11.ctl2;19136;64;;0
uncore.mca.bank9.instance11.ctl;19200;64;;0
uncore.mca.bank9.instance11.misc;19264;64;;0
uncore.mca.bank9.instance12.status;19392;64;;0
uncore.mca.bank9.instance12.addr;19456;64;;0
uncore.mca.bank9.instance12.ctl2;19520;64;;0
uncore.mca.bank9.instance12.ctl;19584;64;;0
uncore.mca.bank9.instance12.misc;19648;64;;0
uncore.mca.bank9.instance13.status;19776;64;;0
uncore.mca.bank9.instance13.addr;19840;64;;0
uncore.mca.bank9.instance13.ctl2;19904;64;;0
uncore.mca.bank9.instance13.ctl;19968;64;;0
uncore.mca.bank9.instance13.misc;20032;64;;0
uncore.mca.bank9.instance14.status;20160;64;;0
uncore.mca.bank9.instance14.addr;20224;64;;0
uncore.mca.bank9.instance14.ctl2;20288;64;;0
uncore.mca.bank9.instance14.ctl;20352;64;;0
uncore.mca.bank9.instance14.misc;20416;64;;0
uncore.mca.bank9.instance15.status;20544;64;;0
uncore.mca.bank9.instance15.addr;20608;64;;0
uncore.mca.bank9.instance15.ctl2;20672;64;;0
uncore.mca.bank9.instance15.ctl;20736;64;;0
uncore.mca.bank9.instance15.misc;20800;64;;0
uncore.mca.bank9.instance16.status;20928;64;;0
uncore.mca.bank9.instance16.addr;20992;64;;0
uncore.mca.bank9.instance16.ctl2;21056;64;;0
uncore.mca.bank9.instance16.ctl;21120;64;;0
uncore.mca.bank9.instance16.misc;21184;64;;0
uncore.mca.bank9.instance17.status;21312;64;;0
uncore.mca.bank9.instance17.addr;21376;64;;0
uncore.mca.bank9.instance17.ctl2;21440;64;;0
uncore.mca.bank9.instance17.ctl;21504;64;;0
uncore.mca.bank9.instance17.misc;21568;64;;0
uncore.mca.bank9.instance18.status;21696;64;;0
uncore.mca.bank9.instance18.addr;21760;64;;0
uncore.mca.bank9.instance18.ctl2;21824;64;;0
uncore.mca.bank9.instance18.ctl;21888;64;;0
uncore.mca.bank9.instance18.misc;21952;64;;0
uncore.mca.bank9.instance19.status;22080;64;;0
uncore.mca.bank9.instance19.addr;22144;64;;0
uncore.mca.bank9.instance19.ctl2;22208;64;;0
uncore.mca.bank9.instance19.ctl;22272;64;;0
uncore.mca.bank9.instance19.misc;22336;64;;0
uncore.mca.bank9.instance20.status;22464;64;;0
uncore.mca.bank9.instance20.addr;22528;64;;0
uncore.mca.bank9.instance20.ctl2;22592;64;;0
uncore.mca.bank9.instance20.ctl;22656;64;;0
uncore.mca.bank9.instance20.misc;22720;64;;0
uncore.mca.bank9.instance21.status;22848;64;;0
uncore.mca.bank9.instance21.addr;22912;64;;0
uncore.mca.bank9.instance21.ctl2;22976;64;;0
uncore.mca.bank9.instance21.ctl;23040;64;;0
uncore.mca.bank9.instance21.misc;23104;64;;0
uncore.mca.bank9.instance22.status;23232;64;;0
uncore.mca.bank9.instance22.addr;23296;64;;0
uncore.mca.bank9.instance22.ctl2;23360;64;;0
uncore.mca.bank9.instance22.ctl;23424;64;;0
uncore.mca.bank9.instance22.misc;23488;64;;0
uncore.mca.bank9.instance23.status;23616;64;;0
uncore.mca.bank9.instance23.addr;23680;64;;0
uncore.mca.bank9.instance23.ctl2;23744;64;;0
uncore.mca.bank9.instance23.ctl;23808;64;;0
uncore.mca.bank9.instance23.misc;23872;64;;0
uncore.mca.bank9.instance24.status;24000;64;;0
uncore.mca.bank9.instance24.addr;24064;64;;0
uncore.mca.bank9.instance24.ctl2;24128;64;;0
uncore.mca.bank9.instance24.ctl;24192;64;;0
uncore.mca.bank9.instance24.misc;24256;64;;0
uncore.mca.bank9.instance25.status;24384;64;;0
uncore.mca.bank9.instance25.addr;24448;64;;0
uncore.mca.bank9.instance25.ctl2;24512;64;;0
uncore.mca.bank9.instance25.ctl;24576;64;;0
uncore.mca.bank9.instance25.misc;24640;64;;0
uncore.mca.bank9.instance26.status;24768;64;;0
uncore.mca.bank9.instance26.addr;24832;64;;0
uncore.mca.bank9.instance26.ctl2;24896;64;;0
uncore.mca.bank9.instance26.ctl;24960;64;;0
uncore.mca.bank9.instance26.misc;25024;64;;0
uncore.mca.bank9.instance27.status;25152;64;;0
uncore.mca.bank9.instance27.addr;25216;64;;0
uncore.mca.bank9.instance27.ctl2;25280;64;;0
uncore.mca.bank9.instance27.ctl;25344;64;;0
uncore.mca.bank9.instance27.misc;25408;64;;0
uncore.mca.bank9.instance28.status;25536;64;;0
uncore.mca.bank9.instance28.addr;25600;64;;0
uncore.mca.bank9.instance28.ctl2;25664;64;;0
uncore.mca.bank9.instance28.ctl;25728;64;;0
uncore.mca.bank9.instance28.misc;25792;64;;0
uncore.mca.bank9.instance29.status;25920;64;;0
uncore.mca.bank9.instance29.addr;25984;64;;0
uncore.mca.bank9.instance29.ctl2;26048;64;;0
uncore.mca.bank9.instance29.ctl;26112;64;;0
uncore.mca.bank9.instance29.misc;26176;64;;0
uncore.mca.bank9.instance30.status;26304;64;;0
uncore.mca.bank9.instance30.addr;26368;64;;0
uncore.mca.bank9.instance30.ctl2;26432;64;;0
uncore.mca.bank9.instance30.ctl;26496;64;;0
uncore.mca.bank9.instance30.misc;26560;64;;0
uncore.mca.bank9.instance31.status;26688;64;;0
uncore.mca.bank9.instance31.addr;26752;64;;0
uncore.mca.bank9.instance31.ctl2;26816;64;;0
uncore.mca.bank9.instance31.ctl;26880;64;;0
uncore.mca.bank9.instance31.misc;26944;64;;0
uncore.mca.bank9.instance32.status;27072;64;;0
uncore.mca.bank9.instance32.addr;27136;64;;0
uncore.mca.bank9.instance32.ctl2;27200;64;;0
uncore.mca.bank9.instance32.ctl;27264;64;;0
uncore.mca.bank9.instance32.misc;27328;64;;0
uncore.mca.bank9.instance33.status;27456;64;;0
uncore.mca.bank9.instance33.addr;27520;64;;0
uncore.mca.bank9.instance33.ctl2;27584;64;;0
uncore.mca.bank9.instance33.ctl;27648;64;;0
uncore.mca.bank9.instance33.misc;27712;64;;0
uncore.mca.bank9.instance34.status;27840;64;;0
uncore.mca.bank9.instance34.addr;27904;64;;0
uncore.mca.bank9.instance34.ctl2;27968;64;;0
uncore.mca.bank9.instance34.ctl;28032;64;;0
uncore.mca.bank9.instance34.misc;28096;64;;0
uncore.mca.bank9.instance35.status;28224;64;;0
uncore.mca.bank9.instance35.addr;28288;64;;0
uncore.mca.bank9.instance35.ctl2;28352;64;;0
uncore.mca.bank9.instance35.ctl;28416;64;;0
uncore.mca.bank9.instance35.misc;28480;64;;0
uncore.mca.bank9.instance36.status;28608;64;;0
uncore.mca.bank9.instance36.addr;28672;64;;0
uncore.mca.bank9.instance36.ctl2;28736;64;;0
uncore.mca.bank9.instance36.ctl;28800;64;;0
uncore.mca.bank9.instance36.misc;28864;64;;0
uncore.mca.bank9.instance37.status;28992;64;;0
uncore.mca.bank9.instance37.addr;29056;64;;0
uncore.mca.bank9.instance37.ctl2;29120;64;;0
uncore.mca.bank9.instance37.ctl;29184;64;;0
uncore.mca.bank9.instance37.misc;29248;64;;0
uncore.mca.bank9.instance38.status;29376;64;;0
uncore.mca.bank9.instance38.addr;29440;64;;0
uncore.mca.bank9.instance38.ctl2;29504;64;;0
uncore.mca.bank9.instance38.ctl;29568;64;;0
uncore.mca.bank9.instance38.misc;29632;64;;0
uncore.mca.bank9.instance39.status;29760;64;;0
uncore.mca.bank9.instance39.addr;29824;64;;0
uncore.mca.bank9.instance39.ctl2;29888;64;;0
uncore.mca.bank9.instance39.ctl;29952;64;;0
uncore.mca.bank9.instance39.misc;30016;64;;0
uncore.mca.bank9.instance40.status;30144;64;;0
uncore.mca.bank9.instance40.addr;30208;64;;0
uncore.mca.bank9.instance40.ctl2;30272;64;;0
uncore.mca.bank9.instance40.ctl;30336;64;;0
uncore.mca.bank9.instance40.misc;30400;64;;0
uncore.mca.bank9.instance41.status;30528;64;;0
uncore.mca.bank9.instance41.addr;30592;64;;0
uncore.mca.bank9.instance41.ctl2;30656;64;;0
uncore.mca.bank9.instance41.ctl;30720;64;;0
uncore.mca.bank9.instance41.misc;30784;64;;0
uncore.mca.bank9.instance42.status;30912;64;;0
uncore.mca.bank9.instance42.addr;30976;64;;0
uncore.mca.bank9.instance42.ctl2;31040;64;;0
uncore.mca.bank9.instance42.ctl;31104;64;;0
uncore.mca.bank9.instance42.misc;31168;64;;0
uncore.mca.bank9.instance43.status;31296;64;;0
uncore.mca.bank9.instance43.addr;31360;64;;0
uncore.mca.bank9.instance43.ctl2;31424;64;;0
uncore.mca.bank9.instance43.ctl;31488;64;;0
uncore.mca.bank9.instance43.misc;31552;64;;0
uncore.mca.bank9.instance44.status;31680;64;;0
uncore.mca.bank9.instance44.addr;31744;64;;0
uncore.mca.bank9.instance44.ctl2;31808;64;;0
uncore.mca.bank9.instance44.ctl;31872;64;;0
uncore.mca.bank9.instance44.misc;31936;64;;0
uncore.mca.bank9.instance45.status;32064;64;;0
uncore.mca.bank9.instance45.addr;32128;64;;0
uncore.mca.bank9.instance45.ctl2;32192;64;;0
uncore.mca.bank9.instance45.ctl;32256;64;;0
uncore.mca.bank9.instance45.misc;32320;64;;0
uncore.mca.bank9.instance46.status;32448;64;;0
uncore.mca.bank9.instance46.addr;32512;64;;0
uncore.mca.bank9.instance46.ctl2;32576;64;;0
uncore.mca.bank9.instance46.ctl;32640;64;;0
uncore.mca.bank9.instance46.misc;32704;64;;0
uncore.mca.bank9.instance47.status;32832;64;;0
uncore.mca.bank9.instance47.addr;32896;64;;0
uncore.mca.bank9.instance47.ctl2;32960;64;;0
uncore.mca.bank9.instance47.ctl;33024;64;;0
uncore.mca.bank9.instance47.misc;33088;64;;0
uncore.mca.bank9.instance48.status;33216;64;;0
uncore.mca.bank9.instance48.addr;33280;64;;0
uncore.mca.bank9.instance48.ctl2;33344;64;;0
uncore.mca.bank9.instance48.ctl;33408;64;;0
uncore.mca.bank9.instance48.misc;33472;64;;0
uncore.mca.bank9.instance49.status;33600;64;;0
uncore.mca.bank9.instance49.addr;33664;64;;0
uncore.mca.bank9.instance49.ctl2;33728;64;;0
uncore.mca.bank9.instance49.ctl;33792;64;;0
uncore.mca.bank9.instance49.misc;33856;64;;0
uncore.mca.bank9.instance50.status;33984;64;;0
uncore.mca.bank9.instance50.addr;34048;64;;0
uncore.mca.bank9.instance50.ctl2;34112;64;;0
uncore.mca.bank9.instance50.ctl;34176;64;;0
uncore.mca.bank9.instance50.misc;34240;64;;0
uncore.mca.bank9.instance51.status;34368;64;;0
uncore.mca.bank9.instance51.addr;34432;64;;0
uncore.mca.bank9.instance51.ctl2;34496;64;;0
uncore.mca.bank9.instance51.ctl;34560;64;;0
uncore.mca.bank9.instance51.misc;34624;64;;0
uncore.mca.bank9.instance52.status;34752;64;;0
uncore.mca.bank9.instance52.addr;34816;64;;0
uncore.mca.bank9.instance52.ctl2;34880;64;;0
uncore.mca.bank9.instance52.ctl;34944;64;;0
uncore.mca.bank9.instance52.misc;35008;64;;0
uncore.mca.bank9.instance53.status;35136;64;;0
uncore.mca.bank9.instance53.addr;35200;64;;0
uncore.mca.bank9.instance53.ctl2;35264;64;;0
uncore.mca.bank9.instance53.ctl;35328;64;;0
uncore.mca.bank9.instance53.misc;35392;64;;0
uncore.mca.bank9.instance54.status;35520;64;;0
uncore.mca.bank9.instance54.addr;35584;64;;0
uncore.mca.bank9.instance54.ctl2;35648;64;;0
uncore.mca.bank9.instance54.ctl;35712;64;;0
uncore.mca.bank9.instance54.misc;35776;64;;0
uncore.mca.bank9.instance55.status;35904;64;;0
uncore.mca.bank9.instance55.addr;35968;64;;0
uncore.mca.bank9.instance55.ctl2;36032;64;;0
uncore.mca.bank9.instance55.ctl;36096;64;;0
uncore.mca.bank9.instance55.misc;36160;64;;0
uncore.mca.bank9.instance56.status;36288;64;;0
uncore.mca.bank9.instance56.addr;36352;64;;0
uncore.mca.bank9.instance56.ctl2;36416;64;;0
uncore.mca.bank9.instance56.ctl;36480;64;;0
uncore.mca.bank9.instance56.misc;36544;64;;0
uncore.mca.bank9.instance57.status;36672;64;;0
uncore.mca.bank9.instance57.addr;36736;64;;0
uncore.mca.bank9.instance57.ctl2;36800;64;;0
uncore.mca.bank9.instance57.ctl;36864;64;;0
uncore.mca.bank9.instance57.misc;36928;64;;0
uncore.mca.bank9.instance58.status;37056;64;;0
uncore.mca.bank9.instance58.addr;37120;64;;0
uncore.mca.bank9.instance58.ctl2;37184;64;;0
uncore.mca.bank9.instance58.ctl;37248;64;;0
uncore.mca.bank9.instance58.misc;37312;64;;0
uncore.mca.bank9.instance59.status;37440;64;;0
uncore.mca.bank9.instance59.addr;37504;64;;0
uncore.mca.bank9.instance59.ctl2;37568;64;;0
uncore.mca.bank9.instance59.ctl;37632;64;;0
uncore.mca.bank9.instance59.misc;37696;64;;0
uncore.mca.bank7.instance0.ctl;55520;64;;0
uncore.mca.bank7.instance0.status;55584;64;;0
uncore.mca.bank7.instance0.addr;55648;64;;0
uncore.mca.bank7.instance0.misc;55712;64;;0
uncore.mca.bank7.instance1.ctl;56064;64;;0
uncore.mca.bank7.instance1.status;56128;64;;0
uncore.mca.bank7.instance1.addr;56192;64;;0
uncore.mca.bank7.instance1.misc;56256;64;;0
uncore.mca.bank7.instance2.ctl;56608;64;;0
uncore.mca.bank7.instance2.status;56672;64;;0
uncore.mca.bank7.instance2.addr;56736;64;;0
uncore.mca.bank7.instance2.misc;56800;64;;0
uncore.mca.bank7.instance3.ctl;57152;64;;0
uncore.mca.bank7.instance3.status;57216;64;;0
uncore.mca.bank7.instance3.addr;57280;64;;0
uncore.mca.bank7.instance3.misc;57344;64;;0
uncore.mca.bank7.instance4.ctl;57696;64;;0
uncore.mca.bank7.instance4.status;57760;64;;0
uncore.mca.bank7.instance4.addr;57824;64;;0
uncore.mca.bank7.instance4.misc;57888;64;;0
uncore.mca.bank7.instance5.ctl;58240;64;;0
uncore.mca.bank7.instance5.status;58304;64;;0
uncore.mca.bank7.instance5.addr;58368;64;;0
uncore.mca.bank7.instance5.misc;58432;64;;0
uncore.mca.bank7.instance6.ctl;58784;64;;0
uncore.mca.bank7.instance6.status;58848;64;;0
uncore.mca.bank7.instance6.addr;58912;64;;0
uncore.mca.bank7.instance6.misc;58976;64;;0
uncore.mca.bank7.instance7.ctl;59328;64;;0
uncore.mca.bank7.instance7.status;59392;64;;0
uncore.mca.bank7.instance7.addr;59456;64;;0
uncore.mca.bank7.instance7.misc;59520;64;;0
uncore.mca.bank7.instance8.ctl;59872;64;;0
uncore.mca.bank7.instance8.status;59936;64;;0
uncore.mca.bank7.instance8.addr;60000;64;;0
uncore.mca.bank7.instance8.misc;60064;64;;0
uncore.mca.bank7.instance9.ctl;60416;64;;0
uncore.mca.bank7.instance9.status;60480;64;;0
uncore.mca.bank7.instance9.addr;60544;64;;0
uncore.mca.bank7.instance9.misc;60608;64;;0
uncore.mca.bank7.instance10.ctl;60960;64;;0
uncore.mca.bank7.instance10.status;61024;64;;0
uncore.mca.bank7.instance10.addr;61088;64;;0
uncore.mca.bank7.instance10.misc;61152;64;;0
uncore.mca.bank7.instance11.ctl;61504;64;;0
uncore.mca.bank7.instance11.status;61568;64;;0
uncore.mca.bank7.instance11.addr;61632;64;;0
uncore.mca.bank7.instance11.misc;61696;64;;0
uncore.mca.bank7.instance12.ctl;62048;64;;0
uncore.mca.bank7.instance12.status;62112;64;;0
uncore.mca.bank7.instance12.addr;62176;64;;0
uncore.mca.bank7.instance12.misc;62240;64;;0
uncore.mca.bank7.instance13.ctl;62592;64;;0
uncore.mca.bank7.instance13.status;62656;64;;0
uncore.mca.bank7.instance13.addr;62720;64;;0
uncore.mca.bank7.instance13.misc;62784;64;;0
uncore.mca.bank7.instance14.ctl;63136;64;;0
uncore.mca.bank7.instance14.status;63200;64;;0
uncore.mca.bank7.instance14.addr;63264;64;;0
uncore.mca.bank7.instance14.misc;63328;64;;0
uncore.mca.bank7.instance15.ctl;63680;64;;0
uncore.mca.bank7.instance15.status;63744;64;;0
uncore.mca.bank7.instance15.addr;63808;64;;0
uncore.mca.bank7.instance15.misc;63872;64;;0
uncore.mca.bank7.instance16.ctl;64224;64;;0
uncore.mca.bank7.instance16.status;64288;64;;0
uncore.mca.bank7.instance16.addr;64352;64;;0
uncore.mca.bank7.instance16.misc;64416;64;;0
uncore.mca.bank7.instance17.ctl;64768;64;;0
uncore.mca.bank7.instance17.status;64832;64;;0
uncore.mca.bank7.instance17.addr;64896;64;;0
uncore.mca.bank7.instance17.misc;64960;64;;0
uncore.mca.bank7.instance18.ctl;65312;64;;0
uncore.mca.bank7.instance18.status;65376;64;;0
uncore.mca.bank7.instance18.addr;65440;64;;0
uncore.mca.bank7.instance18.misc;65504;64;;0
uncore.mca.bank7.instance19.ctl;65856;64;;0
uncore.mca.bank7.instance19.status;65920;64;;0
uncore.mca.bank7.instance19.addr;65984;64;;0
uncore.mca.bank7.instance19.misc;66048;64;;0
uncore.mca.bank7.instance20.ctl;66400;64;;0
uncore.mca.bank7.instance20.status;66464;64;;0
uncore.mca.bank7.instance20.addr;66528;64;;0
uncore.mca.bank7.instance20.misc;66592;64;;0
uncore.mca.bank7.instance21.ctl;66944;64;;0
uncore.mca.bank7.instance21.status;67008;64;;0
uncore.mca.bank7.instance21.addr;67072;64;;0
uncore.mca.bank7.instance21.misc;67136;64;;0
uncore.mca.bank7.instance22.ctl;67488;64;;0
uncore.mca.bank7.instance22.status;67552;64;;0
uncore.mca.bank7.instance22.addr;67616;64;;0
uncore.mca.bank7.instance22.misc;67680;64;;0
uncore.mca.bank7.instance23.ctl;68032;64;;0
uncore.mca.bank7.instance23.status;68096;64;;0
uncore.mca.bank7.instance23.addr;68160;64;;0
uncore.mca.bank7.instance23.misc;68224;64;;0
uncore.mca.bank7.instance24.ctl;68576;64;;0
uncore.mca.bank7.instance24.status;68640;64;;0
uncore.mca.bank7.instance24.addr;68704;64;;0
